0,0.0082017,0.0033144,-0.0030749,-0.0002158,0.0013553
0.0027778,0.0081256,0.0029992,-0.0025465,-0.00042748,0.0013746
0.0055556,0.0080504,0.0026841,-0.0020183,-0.00063918,0.001394
0.0083333,0.0079762,0.0023692,-0.0014902,-0.00085092,0.0014134
0.011111,0.0079029,0.0020544,-0.0009622,-0.0010627,0.001433
0.013889,0.0078305,0.0017398,-0.00043425,-0.0012746,0.0014527
0.016667,0.0077589,0.0014252,9.3674e-05,-0.0014865,0.0014725
0.019444,0.0076883,0.0011107,0.00062161,-0.0016985,0.0014923
0.022222,0.0076184,0.00079633,0.0011496,-0.0019106,0.0015123
0.025,0.0075494,0.00048197,0.0016776,-0.0021228,0.0015324
0.027778,0.0074813,0.00016763,0.0022057,-0.0023352,0.0015526
0.030556,0.0074139,-0.0001467,0.002734,-0.0025476,0.0015729
0.033333,0.0073473,-0.00046103,0.0032624,-0.0027603,0.0015934
0.036111,0.0072815,-0.00077539,0.003791,-0.0029731,0.0016139
0.038889,0.0072164,-0.0010898,0.0043198,-0.003186,0.0016346
0.041667,0.0071521,-0.0014043,0.0048489,-0.0033992,0.0016553
0.044444,0.0070885,-0.0017188,0.0053783,-0.0036125,0.0016762
0.047222,0.0070256,-0.0020335,0.005908,-0.0038261,0.0016973
0.05,0.0069634,-0.0023482,0.006438,-0.0040398,0.0017184
0.052778,0.0069019,-0.0026632,0.0069684,-0.0042539,0.0017397
0.055556,0.0068411,-0.0029782,0.0074992,-0.0044681,0.0017611
0.058333,0.006781,-0.0032934,0.0080304,-0.0046826,0.0017826
0.061111,0.0067214,-0.0036089,0.0085621,-0.0048974,0.0018043
0.063889,0.0066626,-0.0039245,0.0090943,-0.0051125,0.0018261
0.066667,0.0066043,-0.0042404,0.009627,-0.0053279,0.0018481
0.069444,0.0065467,-0.0045565,0.01016,-0.0055436,0.0018702
0.072222,0.0064897,-0.0048728,0.010694,-0.0057597,0.0018925
0.075,0.0064333,-0.0051895,0.011229,-0.005976,0.0019149
0.077778,0.0063774,-0.0055065,0.011764,-0.0061928,0.0019374
0.080556,0.0063221,-0.0058237,0.0123,-0.0064098,0.0019601
0.083333,0.0062674,-0.0061414,0.012836,-0.0066273,0.001983
0.086111,0.0062133,-0.0064593,0.013374,-0.0068452,0.002006
0.088889,0.0061597,-0.0067777,0.013912,-0.0070635,0.0020292
0.091667,0.0061066,-0.0070965,0.014451,-0.0072822,0.0020525
0.094444,0.0060541,-0.0074156,0.014991,-0.0075013,0.0020761
0.097222,0.006002,-0.0077352,0.015531,-0.0077209,0.0020998
0.1,0.0059505,-0.0080553,0.016073,-0.0079409,0.0021236
0.10278,0.0058995,-0.0083758,0.016615,-0.0081615,0.0021477
0.10556,0.005849,-0.0086969,0.017159,-0.0083825,0.0021719
0.10833,0.0057989,-0.0090184,0.017704,-0.008604,0.0021963
0.11111,0.0057494,-0.0093405,0.018249,-0.008826,0.0022209
0.11389,0.0057003,-0.0096631,0.018796,-0.0090486,0.0022457
0.11667,0.0056516,-0.0099863,0.019344,-0.0092718,0.0022707
0.11944,0.0056034,-0.01031,0.019893,-0.0094955,0.0022959
0.12222,0.0055557,-0.010635,0.020443,-0.0097198,0.0023213
0.125,0.0055084,-0.01096,0.020995,-0.0099446,0.002347
0.12778,0.0054615,-0.011285,0.021547,-0.01017,0.0023728
0.13056,0.0054151,-0.011612,0.022101,-0.010396,0.0023988
0.13333,0.005369,-0.011939,0.022657,-0.010623,0.0024251
0.13611,0.0053234,-0.012267,0.023213,-0.01085,0.0024516
0.13889,0.0052782,-0.012595,0.023772,-0.011079,0.0024783
0.14167,0.0052334,-0.012924,0.024331,-0.011307,0.0025052
0.14444,0.0051889,-0.013255,0.024892,-0.011537,0.0025324
0.14722,0.0051449,-0.013585,0.025455,-0.011767,0.0025599
0.15,0.0051012,-0.013917,0.026019,-0.011998,0.0025875
0.15278,0.0050579,-0.01425,0.026585,-0.01223,0.0026155
0.15556,0.005015,-0.014583,0.027153,-0.012462,0.0026437
0.15833,0.0049725,-0.014917,0.027722,-0.012696,0.0026721
0.16111,0.0049303,-0.015253,0.028293,-0.01293,0.0027008
0.16389,0.0048884,-0.015589,0.028866,-0.013165,0.0027298
0.16667,0.0048469,-0.015926,0.02944,-0.0134,0.0027591
0.16944,0.0048058,-0.016264,0.030016,-0.013637,0.0027887
0.17222,0.0047649,-0.016603,0.030595,-0.013875,0.0028185
0.175,0.0047244,-0.016944,0.031175,-0.014113,0.0028487
0.17778,0.0046843,-0.017285,0.031757,-0.014352,0.0028791
0.18056,0.0046444,-0.017627,0.032341,-0.014593,0.0029099
0.18333,0.0046049,-0.017971,0.032928,-0.014834,0.002941
0.18611,0.0045657,-0.018315,0.033516,-0.015076,0.0029724
0.18889,0.0045268,-0.018661,0.034107,-0.015319,0.0030041
0.19167,0.0044882,-0.019008,0.0347,-0.015564,0.0030362
0.19444,0.0044499,-0.019356,0.035295,-0.015809,0.0030686
0.19722,0.0044119,-0.019706,0.035892,-0.016055,0.0031013
0.2,0.0043742,-0.020056,0.036492,-0.016303,0.0031344
0.20278,0.0043368,-0.020408,0.037094,-0.016551,0.0031679
0.20556,0.0042996,-0.020762,0.037698,-0.016801,0.0032018
0.20833,0.0042628,-0.021116,0.038306,-0.017052,0.003236
0.21111,0.0042262,-0.021472,0.038915,-0.017304,0.0032706
0.21389,0.0041899,-0.02183,0.039527,-0.017557,0.0033056
0.21667,0.0041538,-0.022189,0.040142,-0.017811,0.0033411
0.21944,0.004118,-0.022549,0.04076,-0.018067,0.0033769
0.22222,0.0040825,-0.022911,0.04138,-0.018324,0.0034132
0.225,0.0040473,-0.023274,0.042004,-0.018582,0.0034499
0.22778,0.0040122,-0.023639,0.04263,-0.018842,0.0034871
0.23056,0.0039775,-0.024006,0.043259,-0.019103,0.0035247
0.23333,0.003943,-0.024374,0.043891,-0.019365,0.0035627
0.23611,0.0039087,-0.024743,0.044526,-0.019628,0.0036013
0.23889,0.0038747,-0.025115,0.045164,-0.019893,0.0036403
0.24167,0.0038409,-0.025488,0.045805,-0.02016,0.0036799
0.24444,0.0038074,-0.025863,0.04645,-0.020428,0.0037199
